iter	RMSE	R2
890	0.3486381114	0.9339744843
891	0.3486089953	0.9339855133
892	0.3485553652	0.9340058255
893	0.3481162795	0.9341720209
894	0.3474125241	0.9344378786
895	0.3471792667	0.9345258963
896	0.3469014619	0.9346306245
897	0.3462178349	0.9348879878
898	0.3461086926	0.9349290364
899	0.3460871566	0.9349371323
900	0.3445825146	0.9355016572
901	0.3439700842	0.9357306921
902	0.3428796568	0.9361375107
903	0.3428759369	0.9361388973
904	0.3427906939	0.9361706363
905	0.3426659625	0.9362170963
906	0.3426057128	0.9362395273
907	0.3422054205	0.9363884543
908	0.3418300926	0.9365279185
909	0.3413434521	0.9367085041
910	0.3412106707	0.9367577432
911	0.3409010884	0.9368724638
912	0.3408667437	0.9368851795
913	0.3408364172	0.936896413
914	0.3403545139	0.9370747427
915	0.3403112908	0.9370907142
916	0.3390080393	0.9375716217
917	0.3386282652	0.9377114304
918	0.3383095427	0.93782864
919	0.3381697533	0.9378800171
920	0.3376237914	0.9380804259
921	0.3372517146	0.9382168332
922	0.336838788	0.9383680071
923	0.3361054894	0.9386360794
924	0.3356640664	0.9387971874
925	0.3355048596	0.9388552279
926	0.3346540583	0.9391649632
927	0.3343447932	0.9392773823
928	0.3340926472	0.9393689483
929	0.3340591889	0.9393810897
930	0.3339966705	0.939403783
931	0.3322442676	0.940038043
932	0.3314256394	0.9403331287
933	0.3312429142	0.9403989242
934	0.3310318412	0.9404748851
935	0.3309446122	0.9405062557
936	0.3298430711	0.9409016276
937	0.3295537261	0.9410052586
938	0.3292450849	0.9411156593
939	0.3289681978	0.9412146957
940	0.3284561426	0.9413975297
941	0.3281452442	0.9415083722
942	0.327412405	0.9417693554
943	0.3273857722	0.9417788263
944	0.3270859142	0.9418854709
945	0.3270096413	0.94191258
946	0.3266569796	0.942037823
947	0.3260159523	0.9422650526
948	0.325508554	0.9424446453
949	0.3253574826	0.9424980493
950	0.3239934827	0.9429791369
951	0.3238455583	0.9430311964
952	0.3235638202	0.9431303055
953	0.3215167447	0.9438476095
954	0.3214934021	0.9438557565
955	0.32057206	0.944177111
956	0.3205517256	0.944184192
957	0.3205229847	0.9441941951
958	0.3197662655	0.9444574319
959	0.3195173871	0.944543877
960	0.3189128539	0.9447534945
961	0.3183849395	0.9449362485
962	0.3183505104	0.9449481546
963	0.317746122	0.9451569686
964	0.3175187911	0.9452354357
965	0.3173456485	0.9452951442
966	0.3172069765	0.9453429431
967	0.3171659512	0.9453570719
968	0.3171239748	0.9453715197
969	0.3168255052	0.9454743168
970	0.3157687009	0.9458374878
971	0.3145802094	0.9462444813
972	0.3144683	0.946282719
973	0.3135923783	0.9465814969
974	0.3133907535	0.946650138
975	0.3132949251	0.9466827439
976	0.3132154506	0.9467097689
977	0.312003012	0.9471214962
978	0.3116314565	0.9472473804
979	0.3115227346	0.9472841908
980	0.3113624625	0.9473384372
981	0.3106203673	0.9475891643
982	0.3105763152	0.9476040192
983	0.3103560862	0.947678301
984	0.3102048681	0.9477292915
985	0.3096449812	0.9479177869
986	0.3094602085	0.9479799118
987	0.3093494234	0.9480171517
988	0.3092654967	0.9480453481
989	0.3092541296	0.9480491704
990	0.3091813648	0.9480736122
991	0.3089611849	0.9481475508
992	0.3074392616	0.9486571999
993	0.3072389474	0.9487240777
994	0.3064619143	0.9489831117
995	0.3052070281	0.9494000865
996	0.3047166124	0.9495625785
997	0.3031357383	0.9500844986
998	0.3025001603	0.9502936034
999	0.3013433898	0.9506729849
